id,x,y,community,user_type,activity
U0536,12.990,-13.500,Creative Commons,Receiver,36
U0537,14.722,-13.500,Open Technology,Receiver,24
U0538,16.454,-13.500,Open Technology,Receiver,41
U0539,18.187,-13.500,Open Technology,Receiver,29
U0540,19.919,-13.500,Open Technology,Receiver,46
U0541,21.651,-13.500,Open Technology,Receiver,34
U0542,23.383,-13.500,Open Technology,Receiver,22
U0543,25.115,-13.500,Open Technology,Retweeter,77
U0544,26.847,-13.500,Open Technology,Receiver,27
U0545,28.579,-13.500,Open Technology,Receiver,44
U0546,30.311,-13.500,Open Technology,Receiver,32
U0547,32.043,-13.500,Open Technology,Receiver,20
U0548,33.775,-13.500,Open Technology,Receiver,37
U0549,35.507,-13.500,Open Technology,Receiver,25
U0550,-34.641,-12.000,Civic Core,Receiver,42
U0551,-32.909,-12.000,Civic Core,Receiver,30
U0552,-31.177,-12.000,Civic Core,Receiver,18
U0553,-29.445,-12.000,Civic Core,Receiver,35
U0554,-27.713,-12.000,Civic Core,Receiver,23
U0555,-25.981,-12.000,Civic Core,Receiver,40
U0556,-24.249,-12.000,Civic Core,Receiver,28
U0557,-22.517,-12.000,Civic Core,Receiver,45
U0558,-20.785,-12.000,Civic Core,Receiver,33
U0559,-19.053,-12.000,Civic Core,Receiver,21
U0560,-17.321,-12.000,Civic Core,Receiver,38
U0561,-15.588,-12.000,Civic Core,Receiver,26
U0562,-13.856,-12.000,Civic Core,Receiver,43
U0563,-12.124,-12.000,Public Health,Receiver,31
U0564,-10.392,-12.000,Public Health,Receiver,19
U0565,-8.660,-12.000,Public Health,Receiver,36
U0566,-6.928,-12.000,Public Health,Receiver,24
U0567,-5.196,-12.000,Public Health,Receiver,41
U0568,-3.464,-12.000,Public Health,Receiver,29
U0569,-1.732,-12.000,Public Health,Receiver,46
U0570,0.000,-12.000,Public Health,Receiver,34
U0571,1.732,-12.000,Public Health,Receiver,22
U0572,3.464,-12.000,Public Health,Receiver,39
U0573,5.196,-12.000,Public Health,Receiver,27
U0574,6.928,-12.000,Public Health,Receiver,44
U0575,8.660,-12.000,Public Health,Receiver,32
U0576,10.392,-12.000,Creative Commons,Receiver,20
U0577,12.124,-12.000,Creative Commons,Receiver,37
U0578,13.856,-12.000,Creative Commons,Receiver,25
U0579,15.588,-12.000,Open Technology,Receiver,42
U0580,17.321,-12.000,Open Technology,Receiver,30
U0581,19.053,-12.000,Open Technology,Receiver,18
U0582,20.785,-12.000,Open Technology,Receiver,35
U0583,22.517,-12.000,Open Technology,Receiver,23
U0584,24.249,-12.000,Open Technology,Receiver,40
U0585,25.981,-12.000,Open Technology,Receiver,28
U0586,27.713,-12.000,Open Technology,Receiver,45
U0587,29.445,-12.000,Open Technology,Receiver,33
U0588,31.177,-12.000,Open Technology,Receiver,21
U0589,32.909,-12.000,Open Technology,Receiver,38
U0590,34.641,-12.000,Open Technology,Receiver,26
U0591,36.373,-12.000,Open Technology,Receiver,43
U0592,-33.775,-10.500,Civic Core,Receiver,31
U0593,-32.043,-10.500,Civic Core,Receiver,19
U0594,-30.311,-10.500,Civic Core,Receiver,36
U0595,-28.579,-10.500,Civic Core,Receiver,24
U0596,-26.847,-10.500,Civic Core,Receiver,41
U0597,-25.115,-10.500,Civic Core,Receiver,29
U0598,-23.383,-10.500,Civic Core,Receiver,46
U0599,-21.651,-10.500,Civic Core,Receiver,34
U0600,-19.919,-10.500,Civic Core,Receiver,22
U0601,-18.187,-10.500,Civic Core,Receiver,39
U0602,-16.454,-10.500,Civic Core,Receiver,27
U0603,-14.722,-10.500,Civic Core,Receiver,44
U0604,-12.990,-10.500,Local Voices,Receiver,32
U0605,-11.258,-10.500,Local Voices,Receiver,20
U0606,-9.526,-10.500,Local Voices,Receiver,37
U0607,-7.794,-10.500,Local Voices,Receiver,25
U0608,-6.062,-10.500,Public Health,Receiver,42
U0609,-4.330,-10.500,Public Health,Receiver,30
U0610,-2.598,-10.500,Public Health,Receiver,18
U0611,-0.866,-10.500,Public Health,Receiver,35
U0612,0.866,-10.500,Public Health,Receiver,23
U0613,2.598,-10.500,Public Health,Receiver,40
U0614,4.330,-10.500,Public Health,Receiver,28
U0615,6.062,-10.500,Public Health,Receiver,45
U0616,7.794,-10.500,Creative Commons,Receiver,33
U0617,9.526,-10.500,Creative Commons,Receiver,21
U0618,11.258,-10.500,Creative Commons,Receiver,38
U0619,12.990,-10.500,Creative Commons,Receiver,26
U0620,14.722,-10.500,Open Technology,Receiver,43
U0621,16.454,-10.500,Open Technology,Receiver,31
U0622,18.187,-10.500,Open Technology,Receiver,19
U0623,19.919,-10.500,Open Technology,Receiver,36
U0624,21.651,-10.500,Open Technology,Receiver,24
U0625,23.383,-10.500,Open Technology,Receiver,41
U0626,25.115,-10.500,Open Technology,Receiver,29
U0627,26.847,-10.500,Open Technology,Receiver,46
U0628,28.579,-10.500,Open Technology,Receiver,34
U0629,30.311,-10.500,Open Technology,Receiver,22
U0630,32.043,-10.500,Open Technology,Receiver,39
U0631,33.775,-10.500,Open Technology,Receiver,27
U0632,35.507,-10.500,Open Technology,Receiver,44
U0633,38.971,-10.500,Open Technology,Receiver,32
U0634,-38.105,-9.000,Climate Action,Receiver,20
U0635,-36.373,-9.000,Climate Action,Receiver,37
U0636,-34.641,-9.000,Climate Action,Receiver,25
U0637,-32.909,-9.000,Civic Core,Receiver,42
U0638,-31.177,-9.000,Civic Core,Receiver,30
U0639,-29.445,-9.000,Civic Core,Receiver,18
U0640,-27.713,-9.000,Civic Core,Receiver,35
U0641,-25.981,-9.000,Civic Core,Receiver,23
U0642,-24.249,-9.000,Civic Core,Receiver,40
U0643,-22.517,-9.000,Civic Core,Receiver,28
U0644,-20.785,-9.000,Civic Core,Receiver,45
U0645,-19.053,-9.000,Civic Core,Receiver,33
U0646,-17.321,-9.000,Civic Core,Receiver,21
U0647,-15.588,-9.000,Civic Core,Receiver,38
U0648,-13.856,-9.000,Local Voices,Receiver,26
U0649,-12.124,-9.000,Local Voices,Receiver,43
U0650,-10.392,-9.000,Local Voices,Receiver,31
U0651,-8.660,-9.000,Local Voices,Receiver,19
U0652,-6.928,-9.000,Local Voices,Receiver,36
U0653,-5.196,-9.000,Local Voices,Receiver,24
U0654,-3.464,-9.000,Local Voices,Receiver,41
U0655,-1.732,-9.000,Local Voices,Receiver,29
U0656,0.000,-9.000,Local Voices,Receiver,46
U0657,1.732,-9.000,Local Voices,Receiver,34
U0658,3.464,-9.000,Local Voices,Receiver,22
U0659,5.196,-9.000,Local Voices,Receiver,39
U0660,6.928,-9.000,Local Voices,Receiver,27
U0661,8.660,-9.000,Creative Commons,Receiver,44
U0662,10.392,-9.000,Creative Commons,Receiver,32
U0663,12.124,-9.000,Creative Commons,Receiver,20
U0664,13.856,-9.000,Creative Commons,Receiver,37
U0665,15.588,-9.000,Creative Commons,Receiver,25
U0666,17.321,-9.000,Open Technology,Receiver,42
U0667,19.053,-9.000,Open Technology,Receiver,30
U0668,20.785,-9.000,Open Technology,Receiver,18
U0669,22.517,-9.000,Open Technology,Receiver,35
U0670,24.249,-9.000,Open Technology,Receiver,23
U0671,25.981,-9.000,Open Technology,Receiver,40
U0672,27.713,-9.000,Open Technology,Receiver,28
U0673,29.445,-9.000,Open Technology,Receiver,45
U0674,31.177,-9.000,Open Technology,Receiver,33
U0675,32.909,-9.000,Open Technology,Receiver,21
U0676,34.641,-9.000,Open Technology,Receiver,38
U0677,36.373,-9.000,Open Technology,Receiver,26
U0678,38.105,-9.000,Open Technology,Receiver,43
U0679,-38.971,-7.500,Climate Action,Receiver,31
U0680,-37.239,-7.500,Climate Action,Receiver,19
U0681,-35.507,-7.500,Climate Action,Receiver,36
U0682,-33.775,-7.500,Climate Action,Receiver,24
U0683,-32.043,-7.500,Climate Action,Receiver,41
U0684,-30.311,-7.500,Climate Action,Receiver,29
U0685,-28.579,-7.500,Climate Action,Receiver,46
U0686,-26.847,-7.500,Climate Action,Receiver,34
U0687,-25.115,-7.500,Civic Core,Receiver,22
U0688,-23.383,-7.500,Civic Core,Receiver,39
U0689,-21.651,-7.500,Civic Core,Receiver,27
U0690,-19.919,-7.500,Civic Core,Receiver,44
U0691,-18.187,-7.500,Civic Core,Receiver,32
U0692,-16.454,-7.500,Civic Core,Receiver,20
U0693,-14.722,-7.500,Local Voices,Receiver,37
U0694,-12.990,-7.500,Local Voices,Receiver,25
U0695,-11.258,-7.500,Local Voices,Receiver,42
U0696,-9.526,-7.500,Local Voices,Receiver,30
U0697,-7.794,-7.500,Local Voices,Receiver,18
U0698,-6.062,-7.500,Local Voices,Receiver,35
U0699,-4.330,-7.500,Local Voices,Receiver,23
U0700,-2.598,-7.500,Local Voices,Receiver,40
U0701,-0.866,-7.500,Local Voices,Receiver,28
U0702,0.866,-7.500,Local Voices,Receiver,45
U0703,2.598,-7.500,Local Voices,Receiver,33
U0704,4.330,-7.500,Local Voices,Receiver,21
U0705,6.062,-7.500,Local Voices,Receiver,38
U0706,7.794,-7.500,Local Voices,Receiver,26
U0707,9.526,-7.500,Creative Commons,Receiver,43
U0708,11.258,-7.500,Creative Commons,Receiver,31
U0709,12.990,-7.500,Creative Commons,Receiver,19
U0710,14.722,-7.500,Creative Commons,Receiver,36
U0711,16.454,-7.500,Creative Commons,Receiver,24
U0712,18.187,-7.500,Open Technology,Receiver,41
U0713,19.919,-7.500,Open Technology,Receiver,29
U0714,21.651,-7.500,Open Technology,Receiver,46
U0715,23.383,-7.500,Open Technology,Receiver,34
U0716,25.115,-7.500,Open Technology,Receiver,22
U0717,26.847,-7.500,Open Technology,Receiver,39
U0718,28.579,-7.500,Open Technology,Receiver,27
U0719,30.311,-7.500,Open Technology,Receiver,44
U0720,32.043,-7.500,Open Technology,Receiver,32
U0721,33.775,-7.500,Open Technology,Receiver,20
U0722,35.507,-7.500,Open Technology,Receiver,37
U0723,37.239,-7.500,Open Technology,Receiver,25
U0724,38.971,-7.500,Open Technology,Receiver,42
U0725,-39.837,-6.000,Climate Action,Receiver,30
U0726,-38.105,-6.000,Climate Action,Receiver,18
U0727,-36.373,-6.000,Climate Action,Receiver,35
U0728,-34.641,-6.000,Climate Action,Receiver,23
U0729,-32.909,-6.000,Climate Action,Receiver,40
U0730,-31.177,-6.000,Climate Action,Receiver,28
U0731,-29.445,-6.000,Climate Action,Receiver,45
U0732,-27.713,-6.000,Climate Action,Receiver,33
U0733,-25.981,-6.000,Climate Action,Receiver,21
U0734,-24.249,-6.000,Climate Action,Receiver,38
U0735,-22.517,-6.000,Climate Action,Receiver,26
U0736,-20.785,-6.000,Civic Core,Receiver,43
U0737,-19.053,-6.000,Civic Core,Receiver,31
U0738,-17.321,-6.000,Civic Core,Receiver,19
U0739,-15.588,-6.000,Local Voices,Receiver,36
U0740,-13.856,-6.000,Local Voices,Receiver,24
U0741,-12.124,-6.000,Local Voices,Receiver,41
U0742,-10.392,-6.000,Local Voices,Receiver,29
U0743,-8.660,-6.000,Local Voices,Receiver,46
U0744,-6.928,-6.000,Local Voices,Receiver,34
U0745,-5.196,-6.000,Local Voices,Receiver,22
U0746,-3.464,-6.000,Local Voices,Receiver,39
U0747,-1.732,-6.000,Local Voices,Receiver,27
U0748,0.000,-6.000,Local Voices,Receiver,44
U0749,1.732,-6.000,Local Voices,Receiver,32
U0750,3.464,-6.000,Local Voices,Receiver,20
U0751,5.196,-6.000,Local Voices,Receiver,37
U0752,6.928,-6.000,Local Voices,Receiver,25
U0753,8.660,-6.000,Creative Commons,Receiver,42
U0754,10.392,-6.000,Creative Commons,Receiver,30
U0755,12.124,-6.000,Creative Commons,Receiver,18
U0756,13.856,-6.000,Creative Commons,Receiver,35
U0757,15.588,-6.000,Creative Commons,Receiver,23
U0758,17.321,-6.000,Creative Commons,Receiver,40
U0759,19.053,-6.000,Creative Commons,Receiver,28
U0760,20.785,-6.000,Open Technology,Receiver,45
U0761,22.517,-6.000,Open Technology,Receiver,33
U0762,24.249,-6.000,Open Technology,Receiver,21
U0763,25.981,-6.000,Open Technology,Receiver,38
U0764,27.713,-6.000,Open Technology,Receiver,26
U0765,29.445,-6.000,Open Technology,Receiver,43
U0766,31.177,-6.000,Open Technology,Receiver,31
U0767,32.909,-6.000,Open Technology,Receiver,19
U0768,34.641,-6.000,Open Technology,Receiver,36
U0769,36.373,-6.000,Open Technology,Receiver,24
U0770,38.105,-6.000,Open Technology,Receiver,41
U0771,39.837,-6.000,Open Technology,Receiver,29
U0772,41.569,-6.000,Open Technology,Receiver,46
U0773,-38.971,-4.500,Climate Action,Receiver,34
U0774,-37.239,-4.500,Climate Action,Receiver,22
U0775,-35.507,-4.500,Climate Action,Receiver,39
U0776,-33.775,-4.500,Climate Action,Receiver,27
U0777,-32.043,-4.500,Climate Action,Receiver,44
U0778,-30.311,-4.500,Climate Action,Receiver,32
U0779,-28.579,-4.500,Climate Action,Receiver,20
U0780,-26.847,-4.500,Climate Action,Receiver,37
U0781,-25.115,-4.500,Climate Action,Receiver,25
U0782,-23.383,-4.500,Climate Action,Receiver,42
U0783,-21.651,-4.500,Climate Action,Receiver,30
U0784,-19.919,-4.500,Civic Core,Receiver,18
U0785,-18.187,-4.500,Civic Core,Receiver,35
U0786,-16.454,-4.500,Local Voices,Receiver,23
U0787,-14.722,-4.500,Local Voices,Receiver,40
U0788,-12.990,-4.500,Local Voices,Receiver,28
U0789,-11.258,-4.500,Local Voices,Receiver,45
U0790,-9.526,-4.500,Local Voices,Receiver,33
U0791,-7.794,-4.500,Local Voices,Receiver,21
U0792,-6.062,-4.500,Local Voices,Receiver,38
U0793,-4.330,-4.500,Local Voices,Receiver,26
U0794,-2.598,-4.500,Local Voices,Receiver,43
U0795,-0.866,-4.500,Local Voices,Receiver,31
U0796,0.866,-4.500,Local Voices,Receiver,19
U0797,2.598,-4.500,Local Voices,Receiver,36
U0798,4.330,-4.500,Local Voices,Receiver,24
U0799,6.062,-4.500,Local Voices,Receiver,41
U0800,7.794,-4.500,Local Voices,Receiver,29
U0801,9.526,-4.500,Creative Commons,Receiver,46
U0802,11.258,-4.500,Creative Commons,Receiver,34
U0803,12.990,-4.500,Creative Commons,Receiver,22
U0804,14.722,-4.500,Creative Commons,Receiver,39
U0805,16.454,-4.500,Creative Commons,Receiver,27
U0806,18.187,-4.500,Creative Commons,Receiver,44
U0807,19.919,-4.500,Creative Commons,Receiver,32
U0808,21.651,-4.500,Creative Commons,Receiver,20
U0809,23.383,-4.500,Creative Commons,Receiver,37
U0810,25.115,-4.500,Creative Commons,Receiver,25
U0811,26.847,-4.500,Creative Commons,Receiver,42
U0812,28.579,-4.500,Open Technology,Receiver,30
U0813,30.311,-4.500,Open Technology,Receiver,18
U0814,32.043,-4.500,Open Technology,Receiver,35
U0815,33.775,-4.500,Open Technology,Receiver,23
U0816,35.507,-4.500,Open Technology,Receiver,40
U0817,37.239,-4.500,Open Technology,Receiver,28
U0818,38.971,-4.500,Open Technology,Receiver,45
U0819,40.703,-4.500,Open Technology,Receiver,33
U0820,-43.301,-3.000,Climate Action,Receiver,21
U0821,-39.837,-3.000,Climate Action,Receiver,38
U0822,-38.105,-3.000,Climate Action,Receiver,26
U0823,-36.373,-3.000,Climate Action,Receiver,43
U0824,-34.641,-3.000,Climate Action,Receiver,31
U0825,-32.909,-3.000,Climate Action,Receiver,19
U0826,-31.177,-3.000,Climate Action,Receiver,36
U0827,-29.445,-3.000,Climate Action,Receiver,24
U0828,-27.713,-3.000,Climate Action,Receiver,41
U0829,-25.981,-3.000,Climate Action,Receiver,29
U0830,-24.249,-3.000,Climate Action,Receiver,46
U0831,-22.517,-3.000,Climate Action,Receiver,34
U0832,-20.785,-3.000,Climate Action,Receiver,22
U0833,-19.053,-3.000,Climate Action,Receiver,39
U0834,-17.321,-3.000,Local Voices,Receiver,27
U0835,-15.588,-3.000,Local Voices,Receiver,44
U0836,-13.856,-3.000,Local Voices,Receiver,32
U0837,-12.124,-3.000,Local Voices,Receiver,20
U0838,-10.392,-3.000,Local Voices,Receiver,37
U0839,-8.660,-3.000,Local Voices,Receiver,25
U0840,-6.928,-3.000,Local Voices,Receiver,42
U0841,-5.196,-3.000,Local Voices,Receiver,30
U0842,-3.464,-3.000,Local Voices,Receiver,18
U0843,-1.732,-3.000,Local Voices,Receiver,35
U0844,0.000,-3.000,Local Voices,Receiver,23
U0845,1.732,-3.000,Local Voices,Receiver,40
U0846,3.464,-3.000,Local Voices,Receiver,28
U0847,5.196,-3.000,Local Voices,Receiver,45
U0848,6.928,-3.000,Local Voices,Receiver,33
U0849,8.660,-3.000,Local Voices,Receiver,21
U0850,10.392,-3.000,Creative Commons,Receiver,38
U0851,12.124,-3.000,Creative Commons,Receiver,26
U0852,13.856,-3.000,Creative Commons,Receiver,43
U0853,15.588,-3.000,Creative Commons,Receiver,31
U0854,17.321,-3.000,Creative Commons,Receiver,19
U0855,19.053,-3.000,Creative Commons,Receiver,36
U0856,20.785,-3.000,Creative Commons,Receiver,24
U0857,22.517,-3.000,Creative Commons,Receiver,41
U0858,24.249,-3.000,Creative Commons,Receiver,29
U0859,25.981,-3.000,Creative Commons,Receiver,46
U0860,27.713,-3.000,Creative Commons,Receiver,34
U0861,29.445,-3.000,Creative Commons,Receiver,22
U0862,31.177,-3.000,Creative Commons,Receiver,39
U0863,32.909,-3.000,Creative Commons,Receiver,27
U0864,34.641,-3.000,Creative Commons,Receiver,44
U0865,36.373,-3.000,Open Technology,Receiver,32
U0866,38.105,-3.000,Open Technology,Receiver,20
U0867,39.837,-3.000,Open Technology,Receiver,37
U0868,-42.435,-1.500,Climate Action,Receiver,25
U0869,-38.971,-1.500,Climate Action,Receiver,42
U0870,-37.239,-1.500,Climate Action,Receiver,30
U0871,-35.507,-1.500,Climate Action,Receiver,18
U0872,-33.775,-1.500,Climate Action,Receiver,35
U0873,-32.043,-1.500,Climate Action,Receiver,23
U0874,-30.311,-1.500,Climate Action,Receiver,40
U0875,-28.579,-1.500,Climate Action,Receiver,28
U0876,-26.847,-1.500,Climate Action,Receiver,45
U0877,-25.115,-1.500,Climate Action,Receiver,33
U0878,-23.383,-1.500,Climate Action,Receiver,21
U0879,-21.651,-1.500,Climate Action,Receiver,38
U0880,-19.919,-1.500,Climate Action,Receiver,26
U0881,-18.187,-1.500,Climate Action,Receiver,43
U0882,-16.454,-1.500,Local Voices,Receiver,31
U0883,-14.722,-1.500,Local Voices,Receiver,19
U0884,-12.990,-1.500,Local Voices,Receiver,36
U0885,-11.258,-1.500,Local Voices,Receiver,24
U0886,-9.526,-1.500,Local Voices,Receiver,41
U0887,-7.794,-1.500,Local Voices,Retweeter,67
U0888,-6.062,-1.500,Local Voices,Retweeter,84
U0889,-4.330,-1.500,Local Voices,Receiver,34
U0890,-2.598,-1.500,Local Voices,Receiver,22
U0891,-0.866,-1.500,Local Voices,Receiver,39
U0892,0.866,-1.500,Local Voices,Receiver,27
U0893,2.598,-1.500,Local Voices,Receiver,44
U0894,4.330,-1.500,Local Voices,Receiver,32
U0895,6.062,-1.500,Local Voices,Receiver,20
U0896,7.794,-1.500,Local Voices,Receiver,37
U0897,9.526,-1.500,Creative Commons,Receiver,25
U0898,11.258,-1.500,Creative Commons,Receiver,42
U0899,12.990,-1.500,Creative Commons,Receiver,30
U0900,14.722,-1.500,Creative Commons,Receiver,18
U0901,16.454,-1.500,Creative Commons,Receiver,35
U0902,18.187,-1.500,Creative Commons,Receiver,23
U0903,19.919,-1.500,Creative Commons,Receiver,40
U0904,21.651,-1.500,Creative Commons,Receiver,28
U0905,23.383,-1.500,Creative Commons,Receiver,45
U0906,25.115,-1.500,Creative Commons,Receiver,33
U0907,26.847,-1.500,Creative Commons,Receiver,21
U0908,28.579,-1.500,Creative Commons,Receiver,38
U0909,30.311,-1.500,Creative Commons,Receiver,26
U0910,32.043,-1.500,Creative Commons,Receiver,43
U0911,33.775,-1.500,Creative Commons,Receiver,31
U0912,35.507,-1.500,Creative Commons,Receiver,19
U0913,37.239,-1.500,Creative Commons,Receiver,36
U0914,38.971,-1.500,Open Technology,Receiver,24
U0915,40.703,-1.500,Open Technology,Receiver,41
U0916,-43.301,0.000,Climate Action,Receiver,29
U0917,-41.569,0.000,Climate Action,Receiver,46
U0918,-39.837,0.000,Climate Action,Receiver,34
U0919,-38.105,0.000,Climate Action,Receiver,22
U0920,-36.373,0.000,Climate Action,Receiver,39
U0921,-34.641,0.000,Climate Action,Receiver,27
U0922,-32.909,0.000,Climate Action,Receiver,44
U0923,-31.177,0.000,Climate Action,Receiver,32
U0924,-29.445,0.000,Climate Action,Receiver,20
U0925,-27.713,0.000,Climate Action,Receiver,37
U0926,-25.981,0.000,Climate Action,Receiver,25
U0927,-24.249,0.000,Climate Action,Receiver,42
U0928,-22.517,0.000,Climate Action,Receiver,30
U0929,-20.785,0.000,Climate Action,Receiver,18
U0930,-19.053,0.000,Climate Action,Receiver,35
U0931,-17.321,0.000,Local Voices,Receiver,23
U0932,-15.588,0.000,Local Voices,Receiver,40
U0933,-13.856,0.000,Local Voices,Receiver,28
U0934,-12.124,0.000,Local Voices,Receiver,45
U0935,-10.392,0.000,Local Voices,Retweeter,71
U0936,-8.660,0.000,Local Voices,Retweeter,59
U0937,-6.928,0.000,Local Voices,Retweeter,76
U0938,-5.196,0.000,Local Voices,Retweeter,64
U0939,-3.464,0.000,Local Voices,Receiver,43
U0940,-1.732,0.000,Local Voices,Receiver,31
U0941,0.000,0.000,Local Voices,Receiver,19
U0942,1.732,0.000,Local Voices,Receiver,36
U0943,3.464,0.000,Local Voices,Receiver,24
U0944,5.196,0.000,Local Voices,Receiver,41
U0945,6.928,0.000,Local Voices,Receiver,29
U0946,8.660,0.000,Creative Commons,Receiver,46
U0947,10.392,0.000,Creative Commons,Receiver,34
U0948,12.124,0.000,Creative Commons,Receiver,22
U0949,13.856,0.000,Creative Commons,Receiver,39
U0950,15.588,0.000,Creative Commons,Receiver,27
U0951,17.321,0.000,Creative Commons,Receiver,44
U0952,19.053,0.000,Creative Commons,Receiver,32
U0953,20.785,0.000,Creative Commons,Receiver,20
U0954,22.517,0.000,Creative Commons,Receiver,37
U0955,24.249,0.000,Creative Commons,Receiver,25
U0956,25.981,0.000,Creative Commons,Receiver,42
U0957,27.713,0.000,Creative Commons,Receiver,30
U0958,29.445,0.000,Creative Commons,Receiver,18
U0959,31.177,0.000,Creative Commons,Receiver,35
U0960,32.909,0.000,Creative Commons,Receiver,23
U0961,34.641,0.000,Creative Commons,Receiver,40
U0962,36.373,0.000,Creative Commons,Receiver,28
U0963,38.105,0.000,Creative Commons,Receiver,45
U0964,39.837,0.000,Creative Commons,Receiver,33
U0965,41.569,0.000,Open Technology,Receiver,21
U0966,43.301,0.000,Open Technology,Receiver,38
U0967,-40.703,1.500,Climate Action,Receiver,26
U0968,-38.971,1.500,Climate Action,Receiver,43
U0969,-37.239,1.500,Climate Action,Receiver,31
U0970,-35.507,1.500,Climate Action,Receiver,19
U0971,-33.775,1.500,Climate Action,Receiver,36
U0972,-32.043,1.500,Climate Action,Receiver,24
U0973,-30.311,1.500,Climate Action,Receiver,41
U0974,-28.579,1.500,Climate Action,Retweeter,67
U0975,-26.847,1.500,Climate Action,Retweeter,84
U0976,-25.115,1.500,Climate Action,Receiver,34
U0977,-23.383,1.500,Climate Action,Receiver,22
U0978,-21.651,1.500,Climate Action,Receiver,39
U0979,-19.919,1.500,Climate Action,Receiver,27
U0980,-18.187,1.500,Climate Action,Receiver,44
U0981,-16.454,1.500,Local Voices,Receiver,32
U0982,-14.722,1.500,Local Voices,Receiver,20
U0983,-12.990,1.500,Local Voices,Receiver,37
U0984,-11.258,1.500,Local Voices,Retweeter,63
U0985,-9.526,1.500,Local Voices,Retweeter,80
U0986,-7.794,1.500,Local Voices,Opinion leader,102
U0987,-6.062,1.500,Local Voices,Retweeter,56
U0988,-4.330,1.500,Local Voices,Retweeter,73
U0989,-2.598,1.500,Local Voices,Receiver,23
U0990,-0.866,1.500,Local Voices,Receiver,40
U0991,0.866,1.500,Local Voices,Receiver,28
U0992,2.598,1.500,Local Voices,Receiver,45
U0993,4.330,1.500,Local Voices,Receiver,33
U0994,6.062,1.500,Local Voices,Receiver,21
U0995,7.794,1.500,Local Voices,Receiver,38
U0996,9.526,1.500,Creative Commons,Receiver,26
U0997,11.258,1.500,Creative Commons,Receiver,43
U0998,12.990,1.500,Creative Commons,Receiver,31
U0999,14.722,1.500,Creative Commons,Retweeter,57
U1000,16.454,1.500,Creative Commons,Retweeter,74
U1001,18.187,1.500,Creative Commons,Retweeter,62
U1002,19.919,1.500,Creative Commons,Receiver,41
U1003,21.651,1.500,Creative Commons,Receiver,29
U1004,23.383,1.500,Creative Commons,Receiver,46
U1005,25.115,1.500,Creative Commons,Receiver,34
U1006,26.847,1.500,Creative Commons,Receiver,22
U1007,28.579,1.500,Creative Commons,Receiver,39
U1008,30.311,1.500,Creative Commons,Receiver,27
U1009,32.043,1.500,Creative Commons,Receiver,44
U1010,33.775,1.500,Creative Commons,Receiver,32
U1011,35.507,1.500,Creative Commons,Receiver,20
U1012,37.239,1.500,Creative Commons,Receiver,37
U1013,38.971,1.500,Creative Commons,Receiver,25
U1014,42.435,1.500,Open Technology,Receiver,42
U1015,-39.837,3.000,Climate Action,Receiver,30
U1016,-38.105,3.000,Climate Action,Receiver,18
U1017,-36.373,3.000,Climate Action,Receiver,35
U1018,-34.641,3.000,Climate Action,Receiver,23
U1019,-32.909,3.000,Climate Action,Receiver,40
U1020,-31.177,3.000,Climate Action,Retweeter,66
U1021,-29.445,3.000,Climate Action,Retweeter,83
U1022,-27.713,3.000,Climate Action,Retweeter,71
U1023,-25.981,3.000,Climate Action,Retweeter,59
U1024,-24.249,3.000,Climate Action,Receiver,38
U1025,-22.517,3.000,Climate Action,Receiver,26
U1026,-20.785,3.000,Climate Action,Receiver,43
U1027,-19.053,3.000,Climate Action,Receiver,31
U1028,-17.321,3.000,Local Voices,Receiver,19
U1029,-15.588,3.000,Local Voices,Receiver,36
U1030,-13.856,3.000,Local Voices,Receiver,24
U1031,-12.124,3.000,Local Voices,Receiver,41
U1032,-10.392,3.000,Local Voices,Retweeter,67
U1033,-8.660,3.000,Local Voices,Retweeter,84
U1034,-6.928,3.000,Local Voices,Retweeter,72
U1035,-5.196,3.000,Local Voices,Retweeter,60
U1036,-3.464,3.000,Local Voices,Receiver,39
U1037,-1.732,3.000,Local Voices,Receiver,27
U1038,0.000,3.000,Local Voices,Receiver,44
U1039,1.732,3.000,Local Voices,Receiver,32
U1040,3.464,3.000,Local Voices,Receiver,20
U1041,5.196,3.000,Local Voices,Receiver,37
U1042,6.928,3.000,Local Voices,Receiver,25
U1043,8.660,3.000,Creative Commons,Receiver,42
U1044,10.392,3.000,Creative Commons,Receiver,30
U1045,12.124,3.000,Creative Commons,Receiver,18
U1046,13.856,3.000,Creative Commons,Retweeter,73
U1047,15.588,3.000,Creative Commons,Retweeter,61
U1048,17.321,3.000,Creative Commons,Retweeter,78
U1049,19.053,3.000,Creative Commons,Retweeter,66
U1050,20.785,3.000,Creative Commons,Receiver,45
U1051,22.517,3.000,Creative Commons,Receiver,33
U1052,24.249,3.000,Creative Commons,Receiver,21
U1053,25.981,3.000,Creative Commons,Receiver,38
U1054,27.713,3.000,Creative Commons,Receiver,26
U1055,29.445,3.000,Creative Commons,Receiver,43
U1056,31.177,3.000,Creative Commons,Receiver,31
U1057,32.909,3.000,Creative Commons,Receiver,19
U1058,34.641,3.000,Creative Commons,Receiver,36
U1059,36.373,3.000,Creative Commons,Receiver,24
U1060,38.105,3.000,Creative Commons,Receiver,41
U1061,39.837,3.000,Creative Commons,Receiver,29
U1062,43.301,3.000,Open Technology,Receiver,46
U1063,-40.703,4.500,Climate Action,Receiver,34
