borough,created_year,created_month_name,incident_zip,city_cleaned_group,city_or_zip_label,location_type_clean,sighting_count
BROOKLYN,2011,Apr,11216,Brooklyn,11216,1-2 Family Dwelling,4
BROOKLYN,2011,Apr,11216,Brooklyn,11216,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Apr,11216,Brooklyn,11216,3+ Family Apt. Building,20
BROOKLYN,2011,Apr,11216,Brooklyn,11216,3+ Family Mixed Use Building,6
BROOKLYN,2011,Apr,11216,Brooklyn,11216,Catch Basin/Sewer,1
BROOKLYN,2011,Apr,11216,Brooklyn,11216,Commercial Building,1
BROOKLYN,2011,Apr,11216,Brooklyn,11216,Other,11
BROOKLYN,2011,Apr,11216,Brooklyn,11216,Public Stairs,1
BROOKLYN,2011,Apr,11216,Brooklyn,11216,Vacant Lot,2
BROOKLYN,2011,Apr,11217,Brooklyn,11217,1-2 Family Dwelling,4
BROOKLYN,2011,Apr,11217,Brooklyn,11217,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11217,Brooklyn,11217,3+ Family Mixed Use Building,1
BROOKLYN,2011,Apr,11217,Brooklyn,11217,Construction Site,1
BROOKLYN,2011,Apr,11217,Brooklyn,11217,Other,2
BROOKLYN,2011,Apr,11217,Brooklyn,11217,Vacant Lot,1
BROOKLYN,2011,Apr,11218,Brooklyn,11218,1-2 Family Dwelling,3
BROOKLYN,2011,Apr,11218,Brooklyn,11218,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11218,Brooklyn,11218,Other,4
BROOKLYN,2011,Apr,11219,Brooklyn,11219,1-2 Family Dwelling,1
BROOKLYN,2011,Apr,11219,Brooklyn,11219,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11219,Brooklyn,11219,Other,2
BROOKLYN,2011,Apr,11220,Brooklyn,11220,1-2 Family Dwelling,4
BROOKLYN,2011,Apr,11220,Brooklyn,11220,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11220,Brooklyn,11220,3+ Family Mixed Use Building,3
BROOKLYN,2011,Apr,11220,Brooklyn,11220,Commercial Building,1
BROOKLYN,2011,Apr,11221,Brooklyn,11221,1-2 Family Dwelling,5
BROOKLYN,2011,Apr,11221,Brooklyn,11221,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Apr,11221,Brooklyn,11221,3+ Family Apt. Building,11
BROOKLYN,2011,Apr,11221,Brooklyn,11221,3+ Family Mixed Use Building,1
BROOKLYN,2011,Apr,11221,Brooklyn,11221,Catch Basin/Sewer,1
BROOKLYN,2011,Apr,11221,Brooklyn,11221,Commercial Building,3
BROOKLYN,2011,Apr,11221,Brooklyn,11221,Other,5
BROOKLYN,2011,Apr,11221,Brooklyn,11221,Vacant Lot,2
BROOKLYN,2011,Apr,11222,Brooklyn,11222,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Apr,11222,Brooklyn,11222,3+ Family Apt. Building,2
BROOKLYN,2011,Apr,11222,Brooklyn,11222,Hospital,1
BROOKLYN,2011,Apr,11222,Brooklyn,11222,Other,4
BROOKLYN,2011,Apr,11222,Brooklyn,11222,Vacant Building,1
BROOKLYN,2011,Apr,11222,Brooklyn,11222,Vacant Lot,1
BROOKLYN,2011,Apr,11223,Brooklyn,11223,1-2 Family Dwelling,1
BROOKLYN,2011,Apr,11223,Brooklyn,11223,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Apr,11223,Brooklyn,11223,Vacant Lot,1
BROOKLYN,2011,Apr,11224,Brooklyn,11224,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11225,Brooklyn,11225,3+ Family Apt. Building,2
BROOKLYN,2011,Apr,11225,Brooklyn,11225,3+ Family Mixed Use Building,2
BROOKLYN,2011,Apr,11226,Brooklyn,11226,1-2 Family Dwelling,2
BROOKLYN,2011,Apr,11226,Brooklyn,11226,3+ Family Apt. Building,3
BROOKLYN,2011,Apr,11229,Brooklyn,11229,1-2 Family Dwelling,3
BROOKLYN,2011,Apr,11229,Brooklyn,11229,3+ Family Mixed Use Building,1
BROOKLYN,2011,Apr,11229,Brooklyn,11229,Other,1
BROOKLYN,2011,Apr,11230,Brooklyn,11230,1-2 Family Dwelling,1
BROOKLYN,2011,Apr,11230,Brooklyn,11230,3+ Family Mixed Use Building,1
BROOKLYN,2011,Apr,11230,Brooklyn,11230,Other,1
BROOKLYN,2011,Apr,11232,Brooklyn,11232,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11233,Brooklyn,11233,1-2 Family Dwelling,2
BROOKLYN,2011,Apr,11233,Brooklyn,11233,3+ Family Apt. Building,6
BROOKLYN,2011,Apr,11233,Brooklyn,11233,3+ Family Mixed Use Building,1
BROOKLYN,2011,Apr,11233,Brooklyn,11233,Other,4
BROOKLYN,2011,Apr,11234,Brooklyn,11234,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Apr,11235,Brooklyn,11235,1-2 Family Dwelling,1
BROOKLYN,2011,Apr,11235,Brooklyn,11235,Catch Basin/Sewer,1
BROOKLYN,2011,Apr,11235,Brooklyn,11235,Other,1
BROOKLYN,2011,Apr,11236,Brooklyn,11236,1-2 Family Dwelling,4
BROOKLYN,2011,Apr,11236,Brooklyn,11236,3+ Family Apt. Building,1
BROOKLYN,2011,Apr,11236,Brooklyn,11236,Commercial Building,1
BROOKLYN,2011,Apr,11236,Brooklyn,11236,Other,2
BROOKLYN,2011,Apr,11237,Brooklyn,11237,1-2 Family Dwelling,3
BROOKLYN,2011,Apr,11237,Brooklyn,11237,3+ Family Apt. Building,9
BROOKLYN,2011,Apr,11238,Brooklyn,11238,1-2 Family Dwelling,3
BROOKLYN,2011,Apr,11238,Brooklyn,11238,3+ Family Apt. Building,6
BROOKLYN,2011,Apr,11238,Brooklyn,11238,3+ Family Mixed Use Building,4
BROOKLYN,2011,Apr,11238,Brooklyn,11238,Commercial Building,2
BROOKLYN,2011,Apr,11238,Brooklyn,11238,Other,3
BROOKLYN,2011,Apr,11238,Brooklyn,11238,Vacant Building,1
BROOKLYN,2011,Apr,11238,Brooklyn,11238,Vacant Lot,1
BROOKLYN,2011,May,11201,Brooklyn,11201,1-2 Family Dwelling,1
BROOKLYN,2011,May,11201,Brooklyn,11201,3+ Family Apt. Building,1
BROOKLYN,2011,May,11201,Brooklyn,11201,Commercial Building,2
BROOKLYN,2011,May,11201,Brooklyn,11201,Construction Site,2
BROOKLYN,2011,May,11201,Brooklyn,11201,Government Building,1
BROOKLYN,2011,May,11201,Brooklyn,11201,Other,3
BROOKLYN,2011,May,11203,Brooklyn,11203,1-2 Family Dwelling,2
BROOKLYN,2011,May,11203,Brooklyn,11203,3+ Family Apt. Building,4
BROOKLYN,2011,May,11203,Brooklyn,11203,Construction Site,1
BROOKLYN,2011,May,11203,Brooklyn,11203,Other,1
BROOKLYN,2011,May,11203,Brooklyn,11203,Vacant Building,1
BROOKLYN,2011,May,11204,Brooklyn,11204,1-2 Family Dwelling,2
BROOKLYN,2011,May,11204,Brooklyn,11204,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11204,Brooklyn,11204,Vacant Building,1
BROOKLYN,2011,May,11205,Brooklyn,11205,1-2 Family Dwelling,1
BROOKLYN,2011,May,11205,Brooklyn,11205,3+ Family Apt. Building,2
BROOKLYN,2011,May,11205,Brooklyn,11205,Other,1
BROOKLYN,2011,May,11205,Brooklyn,11205,Vacant Lot,1
BROOKLYN,2011,May,11206,Brooklyn,11206,3+ Family Apt. Building,2
BROOKLYN,2011,May,11206,Brooklyn,11206,Other,2
BROOKLYN,2011,May,11206,Brooklyn,11206,Vacant Lot,1
BROOKLYN,2011,May,11207,Brooklyn,11207,1-2 Family Dwelling,7
BROOKLYN,2011,May,11207,Brooklyn,11207,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11207,Brooklyn,11207,3+ Family Apt. Building,6
BROOKLYN,2011,May,11207,Brooklyn,11207,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11207,Brooklyn,11207,Vacant Building,1
BROOKLYN,2011,May,11207,Brooklyn,11207,Vacant Lot,1
BROOKLYN,2011,May,11208,Brooklyn,11208,1-2 Family Dwelling,4
BROOKLYN,2011,May,11208,Brooklyn,11208,3+ Family Apt. Building,2
BROOKLYN,2011,May,11208,Brooklyn,11208,Commercial Building,2
BROOKLYN,2011,May,11208,Brooklyn,11208,Construction Site,1
BROOKLYN,2011,May,11209,Brooklyn,11209,1-2 Family Dwelling,1
BROOKLYN,2011,May,11209,Brooklyn,11209,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11209,Brooklyn,11209,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11210,Brooklyn,11210,1-2 Family Dwelling,3
BROOKLYN,2011,May,11211,Brooklyn,11211,1-2 Family Dwelling,2
BROOKLYN,2011,May,11211,Brooklyn,11211,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11211,Brooklyn,11211,3+ Family Apt. Building,5
BROOKLYN,2011,May,11211,Brooklyn,11211,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11211,Brooklyn,11211,Commercial Building,2
BROOKLYN,2011,May,11211,Brooklyn,11211,Construction Site,1
BROOKLYN,2011,May,11212,Brooklyn,11212,1-2 Family Dwelling,3
BROOKLYN,2011,May,11212,Brooklyn,11212,1-2 Family Mixed Use Building,2
BROOKLYN,2011,May,11212,Brooklyn,11212,3+ Family Apt. Building,3
BROOKLYN,2011,May,11212,Brooklyn,11212,Other,1
BROOKLYN,2011,May,11212,Brooklyn,11212,Vacant Lot,1
BROOKLYN,2011,May,11213,Brooklyn,11213,1-2 Family Dwelling,4
BROOKLYN,2011,May,11213,Brooklyn,11213,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11213,Brooklyn,11213,3+ Family Apt. Building,8
BROOKLYN,2011,May,11213,Brooklyn,11213,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11213,Brooklyn,11213,Other,2
BROOKLYN,2011,May,11214,Brooklyn,11214,3+ Family Apt. Building,2
BROOKLYN,2011,May,11215,Brooklyn,11215,1-2 Family Dwelling,6
BROOKLYN,2011,May,11215,Brooklyn,11215,3+ Family Apt. Building,4
BROOKLYN,2011,May,11215,Brooklyn,11215,Other,4
BROOKLYN,2011,May,11215,Brooklyn,11215,Public Stairs,1
BROOKLYN,2011,May,11216,Brooklyn,11216,1-2 Family Dwelling,4
BROOKLYN,2011,May,11216,Brooklyn,11216,3+ Family Apt. Building,17
BROOKLYN,2011,May,11216,Brooklyn,11216,3+ Family Mixed Use Building,2
BROOKLYN,2011,May,11216,Brooklyn,11216,Other,5
BROOKLYN,2011,May,11216,Brooklyn,11216,Vacant Building,1
BROOKLYN,2011,May,11216,Brooklyn,11216,Vacant Lot,2
BROOKLYN,2011,May,11217,Brooklyn,11217,1-2 Family Dwelling,1
BROOKLYN,2011,May,11217,Brooklyn,11217,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11217,Brooklyn,11217,3+ Family Apt. Building,8
BROOKLYN,2011,May,11217,Brooklyn,11217,Catch Basin/Sewer,1
BROOKLYN,2011,May,11217,Brooklyn,11217,Construction Site,1
BROOKLYN,2011,May,11217,Brooklyn,11217,Other,7
BROOKLYN,2011,May,11218,Brooklyn,11218,1-2 Family Dwelling,2
BROOKLYN,2011,May,11218,Brooklyn,11218,3+ Family Apt. Building,1
BROOKLYN,2011,May,11218,Brooklyn,11218,Other,1
BROOKLYN,2011,May,11219,Brooklyn,11219,1-2 Family Dwelling,4
BROOKLYN,2011,May,11219,Brooklyn,11219,3+ Family Apt. Building,4
BROOKLYN,2011,May,11219,Brooklyn,11219,Construction Site,1
BROOKLYN,2011,May,11219,Brooklyn,11219,Other,2
BROOKLYN,2011,May,11220,Brooklyn,11220,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11220,Brooklyn,11220,3+ Family Apt. Building,3
BROOKLYN,2011,May,11220,Brooklyn,11220,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11220,Brooklyn,11220,Other,3
BROOKLYN,2011,May,11221,Brooklyn,11221,1-2 Family Dwelling,4
BROOKLYN,2011,May,11221,Brooklyn,11221,3+ Family Apt. Building,15
BROOKLYN,2011,May,11221,Brooklyn,11221,3+ Family Mixed Use Building,4
BROOKLYN,2011,May,11221,Brooklyn,11221,Commercial Building,1
BROOKLYN,2011,May,11221,Brooklyn,11221,Construction Site,1
BROOKLYN,2011,May,11221,Brooklyn,11221,Other,6
BROOKLYN,2011,May,11221,Brooklyn,11221,Single Room Occupancy (SRO),1
BROOKLYN,2011,May,11221,Brooklyn,11221,Vacant Building,2
BROOKLYN,2011,May,11221,Brooklyn,11221,Vacant Lot,6
BROOKLYN,2011,May,11222,Brooklyn,11222,1-2 Family Dwelling,2
BROOKLYN,2011,May,11222,Brooklyn,11222,3+ Family Apt. Building,4
BROOKLYN,2011,May,11222,Brooklyn,11222,3+ Family Mixed Use Building,2
BROOKLYN,2011,May,11222,Brooklyn,11222,Construction Site,1
BROOKLYN,2011,May,11222,Brooklyn,11222,Other,14
BROOKLYN,2011,May,11222,Brooklyn,11222,Parking Lot/Garage,1
BROOKLYN,2011,May,11223,Brooklyn,11223,1-2 Family Dwelling,1
BROOKLYN,2011,May,11223,Brooklyn,11223,Other,1
BROOKLYN,2011,May,11223,Brooklyn,11223,Parking Lot/Garage,1
BROOKLYN,2011,May,11223,Brooklyn,11223,School/Pre-School,1
BROOKLYN,2011,May,11223,Brooklyn,11223,Vacant Lot,1
BROOKLYN,2011,May,11224,Brooklyn,11224,3+ Family Apt. Building,1
BROOKLYN,2011,May,11224,Brooklyn,11224,Other,3
BROOKLYN,2011,May,11225,Brooklyn,11225,1-2 Family Dwelling,1
BROOKLYN,2011,May,11225,Brooklyn,11225,3+ Family Apt. Building,1
BROOKLYN,2011,May,11225,Brooklyn,11225,Other,2
BROOKLYN,2011,May,11226,Brooklyn,11226,1-2 Family Dwelling,1
BROOKLYN,2011,May,11226,Brooklyn,11226,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11226,Brooklyn,11226,3+ Family Apt. Building,6
BROOKLYN,2011,May,11226,Brooklyn,11226,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11228,Brooklyn,11228,3+ Family Apt. Building,1
BROOKLYN,2011,May,11229,Brooklyn,11229,1-2 Family Dwelling,3
BROOKLYN,2011,May,11229,Brooklyn,11229,3+ Family Apt. Building,1
BROOKLYN,2011,May,11230,Brooklyn,11230,1-2 Family Dwelling,2
BROOKLYN,2011,May,11230,Brooklyn,11230,3+ Family Apt. Building,2
BROOKLYN,2011,May,11230,Brooklyn,11230,Construction Site,1
BROOKLYN,2011,May,11230,Brooklyn,11230,Other,2
BROOKLYN,2011,May,11231,Brooklyn,11231,1-2 Family Dwelling,2
BROOKLYN,2011,May,11231,Brooklyn,11231,3+ Family Apt. Building,1
BROOKLYN,2011,May,11231,Brooklyn,11231,Construction Site,2
BROOKLYN,2011,May,11231,Brooklyn,11231,Other,1
BROOKLYN,2011,May,11231,Brooklyn,11231,Vacant Lot,2
BROOKLYN,2011,May,11232,Brooklyn,11232,1-2 Family Dwelling,1
BROOKLYN,2011,May,11232,Brooklyn,11232,3+ Family Apt. Building,2
BROOKLYN,2011,May,11232,Brooklyn,11232,Parking Lot/Garage,1
BROOKLYN,2011,May,11232,Brooklyn,11232,Vacant Lot,2
BROOKLYN,2011,May,11233,Brooklyn,11233,1-2 Family Dwelling,3
BROOKLYN,2011,May,11233,Brooklyn,11233,3+ Family Apt. Building,5
BROOKLYN,2011,May,11233,Brooklyn,11233,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11233,Brooklyn,11233,Commercial Building,1
BROOKLYN,2011,May,11233,Brooklyn,11233,Other,5
BROOKLYN,2011,May,11233,Brooklyn,11233,Vacant Building,2
BROOKLYN,2011,May,11233,Brooklyn,11233,Vacant Lot,3
BROOKLYN,2011,May,11234,Brooklyn,11234,1-2 Family Dwelling,5
BROOKLYN,2011,May,11234,Brooklyn,11234,Catch Basin/Sewer,1
BROOKLYN,2011,May,11234,Brooklyn,11234,Other,2
BROOKLYN,2011,May,11235,Brooklyn,11235,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11235,Brooklyn,11235,3+ Family Apt. Building,1
BROOKLYN,2011,May,11236,Brooklyn,11236,1-2 Family Dwelling,3
BROOKLYN,2011,May,11236,Brooklyn,11236,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11236,Brooklyn,11236,3+ Family Apt. Building,1
BROOKLYN,2011,May,11236,Brooklyn,11236,Other,2
BROOKLYN,2011,May,11236,Brooklyn,11236,Parking Lot/Garage,1
BROOKLYN,2011,May,11237,Brooklyn,11237,1-2 Family Dwelling,1
BROOKLYN,2011,May,11237,Brooklyn,11237,1-2 Family Mixed Use Building,1
BROOKLYN,2011,May,11237,Brooklyn,11237,3+ Family Apt. Building,13
BROOKLYN,2011,May,11237,Brooklyn,11237,3+ Family Mixed Use Building,3
BROOKLYN,2011,May,11237,Brooklyn,11237,Other,3
BROOKLYN,2011,May,11238,Brooklyn,11238,1-2 Family Dwelling,2
BROOKLYN,2011,May,11238,Brooklyn,11238,3+ Family Apt. Building,6
BROOKLYN,2011,May,11238,Brooklyn,11238,3+ Family Mixed Use Building,1
BROOKLYN,2011,May,11238,Brooklyn,11238,Other,5
BROOKLYN,2011,May,11238,Brooklyn,11238,Parking Lot/Garage,1
BROOKLYN,2011,Jun,,,,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,,,,Vacant Lot,1
BROOKLYN,2011,Jun,11201,Brooklyn,11201,1-2 Family Dwelling,3
BROOKLYN,2011,Jun,11201,Brooklyn,11201,3+ Family Apt. Building,5
BROOKLYN,2011,Jun,11201,Brooklyn,11201,Commercial Building,1
BROOKLYN,2011,Jun,11201,Brooklyn,11201,Government Building,1
BROOKLYN,2011,Jun,11201,Brooklyn,11201,Other,4
BROOKLYN,2011,Jun,11203,Brooklyn,11203,1-2 Family Dwelling,5
BROOKLYN,2011,Jun,11203,Brooklyn,11203,3+ Family Apt. Building,1
BROOKLYN,2011,Jun,11203,Brooklyn,11203,Other,8
BROOKLYN,2011,Jun,11203,Brooklyn,11203,Parking Lot/Garage,1
BROOKLYN,2011,Jun,11203,Brooklyn,11203,Vacant Building,1
BROOKLYN,2011,Jun,11204,Brooklyn,11204,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11204,Brooklyn,11204,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11204,Brooklyn,11204,Other,2
BROOKLYN,2011,Jun,11205,Brooklyn,11205,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11205,Brooklyn,11205,3+ Family Apt. Building,4
BROOKLYN,2011,Jun,11205,Brooklyn,11205,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11205,Brooklyn,11205,Government Building,1
BROOKLYN,2011,Jun,11205,Brooklyn,11205,Other,1
BROOKLYN,2011,Jun,11205,Brooklyn,11205,Parking Lot/Garage,1
BROOKLYN,2011,Jun,11205,Brooklyn,11205,Vacant Building,1
BROOKLYN,2011,Jun,11205,Brooklyn,11205,Vacant Lot,3
BROOKLYN,2011,Jun,11206,Brooklyn,11206,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11206,Brooklyn,11206,3+ Family Apt. Building,6
BROOKLYN,2011,Jun,11206,Brooklyn,11206,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11206,Brooklyn,11206,Commercial Building,1
BROOKLYN,2011,Jun,11206,Brooklyn,11206,Hospital,1
BROOKLYN,2011,Jun,11206,Brooklyn,11206,Other,1
BROOKLYN,2011,Jun,11206,Brooklyn,11206,Vacant Lot,2
BROOKLYN,2011,Jun,11207,Brooklyn,11207,1-2 Family Dwelling,7
BROOKLYN,2011,Jun,11207,Brooklyn,11207,3+ Family Apt. Building,3
BROOKLYN,2011,Jun,11207,Brooklyn,11207,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11207,Brooklyn,11207,Other,1
BROOKLYN,2011,Jun,11207,Brooklyn,11207,Vacant Building,1
BROOKLYN,2011,Jun,11207,Brooklyn,11207,Vacant Lot,3
BROOKLYN,2011,Jun,11208,Brooklyn,11208,1-2 Family Dwelling,5
BROOKLYN,2011,Jun,11208,Brooklyn,11208,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11208,Brooklyn,11208,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11208,Brooklyn,11208,Other,1
BROOKLYN,2011,Jun,11208,Brooklyn,11208,Vacant Lot,2
BROOKLYN,2011,Jun,11210,Brooklyn,11210,1-2 Family Dwelling,2
BROOKLYN,2011,Jun,11210,Brooklyn,11210,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11210,Brooklyn,11210,Other,2
BROOKLYN,2011,Jun,11210,Brooklyn,11210,Vacant Lot,1
BROOKLYN,2011,Jun,11211,Brooklyn,11211,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11211,Brooklyn,11211,3+ Family Apt. Building,3
BROOKLYN,2011,Jun,11211,Brooklyn,11211,3+ Family Mixed Use Building,2
BROOKLYN,2011,Jun,11211,Brooklyn,11211,Commercial Building,1
BROOKLYN,2011,Jun,11211,Brooklyn,11211,Other,7
BROOKLYN,2011,Jun,11211,Brooklyn,11211,Vacant Building,2
BROOKLYN,2011,Jun,11212,Brooklyn,11212,1-2 Family Dwelling,5
BROOKLYN,2011,Jun,11212,Brooklyn,11212,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Jun,11212,Brooklyn,11212,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11212,Brooklyn,11212,Commercial Building,1
BROOKLYN,2011,Jun,11212,Brooklyn,11212,Other,1
BROOKLYN,2011,Jun,11213,Brooklyn,11213,1-2 Family Dwelling,6
BROOKLYN,2011,Jun,11213,Brooklyn,11213,3+ Family Apt. Building,15
BROOKLYN,2011,Jun,11213,Brooklyn,11213,3+ Family Mixed Use Building,2
BROOKLYN,2011,Jun,11213,Brooklyn,11213,Other,5
BROOKLYN,2011,Jun,11214,Brooklyn,11214,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11214,Brooklyn,11214,3+ Family Mixed Use Building,2
BROOKLYN,2011,Jun,11214,Brooklyn,11214,Commercial Building,1
BROOKLYN,2011,Jun,11214,Brooklyn,11214,Other,4
BROOKLYN,2011,Jun,11215,Brooklyn,11215,1-2 Family Dwelling,3
BROOKLYN,2011,Jun,11215,Brooklyn,11215,3+ Family Apt. Building,7
BROOKLYN,2011,Jun,11215,Brooklyn,11215,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Commercial Building,2
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Construction Site,1
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Government Building,1
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Other,4
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Public Garden,1
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Vacant Building,1
BROOKLYN,2011,Jun,11215,Brooklyn,11215,Vacant Lot,1
BROOKLYN,2011,Jun,11216,Brooklyn,11216,1-2 Family Dwelling,4
BROOKLYN,2011,Jun,11216,Brooklyn,11216,1-2 Family Mixed Use Building,2
BROOKLYN,2011,Jun,11216,Brooklyn,11216,3+ Family Apt. Building,13
BROOKLYN,2011,Jun,11216,Brooklyn,11216,Commercial Building,1
BROOKLYN,2011,Jun,11216,Brooklyn,11216,Day Care/Nursery,1
BROOKLYN,2011,Jun,11216,Brooklyn,11216,Other,6
BROOKLYN,2011,Jun,11216,Brooklyn,11216,Vacant Building,3
BROOKLYN,2011,Jun,11217,Brooklyn,11217,1-2 Family Dwelling,3
BROOKLYN,2011,Jun,11217,Brooklyn,11217,1-2 Family Mixed Use Building,2
BROOKLYN,2011,Jun,11217,Brooklyn,11217,3+ Family Apt. Building,7
BROOKLYN,2011,Jun,11217,Brooklyn,11217,Catch Basin/Sewer,1
BROOKLYN,2011,Jun,11217,Brooklyn,11217,Commercial Building,1
BROOKLYN,2011,Jun,11217,Brooklyn,11217,Construction Site,2
BROOKLYN,2011,Jun,11217,Brooklyn,11217,Other,3
BROOKLYN,2011,Jun,11217,Brooklyn,11217,Parking Lot/Garage,1
BROOKLYN,2011,Jun,11217,Brooklyn,11217,Vacant Lot,4
BROOKLYN,2011,Jun,11218,Brooklyn,11218,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11218,Brooklyn,11218,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Jun,11218,Brooklyn,11218,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11218,Brooklyn,11218,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11218,Brooklyn,11218,Commercial Building,1
BROOKLYN,2011,Jun,11219,Brooklyn,11219,1-2 Family Dwelling,3
BROOKLYN,2011,Jun,11219,Brooklyn,11219,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11219,Brooklyn,11219,3+ Family Mixed Use Building,2
BROOKLYN,2011,Jun,11219,Brooklyn,11219,Construction Site,1
BROOKLYN,2011,Jun,11219,Brooklyn,11219,Other,3
BROOKLYN,2011,Jun,11219,Brooklyn,11219,School/Pre-School,1
BROOKLYN,2011,Jun,11220,Brooklyn,11220,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11220,Brooklyn,11220,3+ Family Mixed Use Building,2
BROOKLYN,2011,Jun,11220,Brooklyn,11220,Other,1
BROOKLYN,2011,Jun,11221,Brooklyn,11221,1-2 Family Dwelling,12
BROOKLYN,2011,Jun,11221,Brooklyn,11221,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Jun,11221,Brooklyn,11221,3+ Family Apt. Building,12
BROOKLYN,2011,Jun,11221,Brooklyn,11221,3+ Family Mixed Use Building,3
BROOKLYN,2011,Jun,11221,Brooklyn,11221,Other,10
BROOKLYN,2011,Jun,11221,Brooklyn,11221,Parking Lot/Garage,1
BROOKLYN,2011,Jun,11221,Brooklyn,11221,Vacant Lot,2
BROOKLYN,2011,Jun,11222,Brooklyn,11222,3+ Family Apt. Building,5
BROOKLYN,2011,Jun,11222,Brooklyn,11222,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11222,Brooklyn,11222,Commercial Building,1
BROOKLYN,2011,Jun,11222,Brooklyn,11222,Other,4
BROOKLYN,2011,Jun,11222,Brooklyn,11222,Vacant Lot,2
BROOKLYN,2011,Jun,11223,Brooklyn,11223,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11223,Brooklyn,11223,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11223,Brooklyn,11223,Other,2
BROOKLYN,2011,Jun,11224,Brooklyn,11224,3+ Family Mixed Use Building,1
BROOKLYN,2011,Jun,11224,Brooklyn,11224,Other,3
BROOKLYN,2011,Jun,11225,Brooklyn,11225,3+ Family Apt. Building,5
BROOKLYN,2011,Jun,11225,Brooklyn,11225,3+ Family Mixed Use Building,2
BROOKLYN,2011,Jun,11225,Brooklyn,11225,Other,2
BROOKLYN,2011,Jun,11226,Brooklyn,11226,1-2 Family Dwelling,1
BROOKLYN,2011,Jun,11226,Brooklyn,11226,3+ Family Apt. Building,2
BROOKLYN,2011,Jun,11228,Brooklyn,11228,Other,1
BROOKLYN,2011,Jun,11229,Brooklyn,11229,1-2 Family Dwelling,2
BROOKLYN,2011,Jun,11229,Brooklyn,11229,Other,1
BROOKLYN,2011,Jun,11229,Brooklyn,11229,Vacant Lot,1
BROOKLYN,2011,Jun,11230,Brooklyn,11230,1-2 Family Dwelling,2
BROOKLYN,2011,Jun,11230,Brooklyn,11230,1-2 Family Mixed Use Building,1
BROOKLYN,2011,Jun,11230,Brooklyn,11230,Other,2
