node_id,label,week,energy_source,generation_gwh
South,South,2025-03-19,Solar,31.1
South,South,2025-03-19,Wind,35.4
South,South,2025-03-19,Hydro,55.4
South,South,2025-03-26,Solar,24.5
South,South,2025-03-26,Wind,36.5
South,South,2025-03-26,Hydro,60.1
South,South,2025-04-02,Solar,21.9
South,South,2025-04-02,Wind,40.6
South,South,2025-04-02,Hydro,59.2
South,South,2025-04-09,Solar,23.9
South,South,2025-04-09,Wind,46.0
South,South,2025-04-09,Hydro,51.6
South,South,2025-04-16,Solar,29.3
South,South,2025-04-16,Wind,50.5
South,South,2025-04-16,Hydro,38.8
South,South,2025-04-23,Solar,22.6
South,South,2025-04-23,Wind,45.1
South,South,2025-04-23,Hydro,26.3
South,South,2025-04-30,Solar,38.4
South,South,2025-04-30,Wind,50.7
South,South,2025-04-30,Hydro,14.9
South,South,2025-05-07,Solar,38.7
South,South,2025-05-07,Wind,47.2
South,South,2025-05-07,Hydro,11.1
South,South,2025-05-14,Solar,36.9
South,South,2025-05-14,Wind,44.0
South,South,2025-05-14,Hydro,13.8
South,South,2025-05-21,Solar,34.4
South,South,2025-05-21,Wind,42.4
South,South,2025-05-21,Hydro,22.9
South,South,2025-05-28,Solar,31.6
South,South,2025-05-28,Wind,42.5
South,South,2025-05-28,Hydro,38.4
South,South,2025-06-04,Solar,28.7
South,South,2025-06-04,Wind,43.4
South,South,2025-06-04,Hydro,58.2
South,South,2025-06-11,Solar,27.3
South,South,2025-06-11,Wind,44.6
South,South,2025-06-11,Hydro,76.2
South,South,2025-06-18,Solar,57.1
South,South,2025-06-18,Wind,25.0
South,South,2025-06-18,Hydro,36.9
South,South,2025-06-25,Solar,36.0
South,South,2025-06-25,Wind,48.6
South,South,2025-06-25,Hydro,76.4
South,South,2025-07-02,Solar,42.7
South,South,2025-07-02,Wind,49.9
South,South,2025-07-02,Hydro,56.9
South,South,2025-07-09,Solar,44.4
South,South,2025-07-09,Wind,48.1
South,South,2025-07-09,Hydro,34.7
South,South,2025-07-16,Solar,39.2
South,South,2025-07-16,Wind,42.7
South,South,2025-07-16,Hydro,18.3
South,South,2025-07-23,Solar,30.4
South,South,2025-07-23,Wind,35.5
South,South,2025-07-23,Hydro,10.5
South,South,2025-07-30,Solar,23.2
South,South,2025-07-30,Wind,30.8
South,South,2025-07-30,Hydro,9.3
South,South,2025-08-06,Solar,20.3
South,South,2025-08-06,Wind,32.0
South,South,2025-08-06,Hydro,13.5
South,South,2025-08-13,Solar,50.8
South,South,2025-08-13,Wind,60.7
South,South,2025-08-13,Hydro,52.5
South,South,2025-08-20,Solar,22.1
South,South,2025-08-20,Wind,48.3
South,South,2025-08-20,Hydro,43.2
South,South,2025-08-27,Solar,26.3
South,South,2025-08-27,Wind,55.0
South,South,2025-08-27,Hydro,64.5
South,South,2025-09-03,Solar,35.1
South,South,2025-09-03,Wind,57.0
South,South,2025-09-03,Hydro,79.2
South,South,2025-09-10,Solar,47.3
South,South,2025-09-10,Wind,54.9
South,South,2025-09-10,Hydro,80.1
South,South,2025-09-17,Solar,56.9
South,South,2025-09-17,Wind,50.8
South,South,2025-09-17,Hydro,67.5
South,South,2025-09-24,Solar,57.4
South,South,2025-09-24,Wind,45.9
South,South,2025-09-24,Hydro,48.7
South,South,2025-10-01,Solar,47.7
South,South,2025-10-01,Wind,39.8
South,South,2025-10-01,Hydro,31.8
South,South,2025-10-08,Solar,17.4
South,South,2025-10-08,Wind,42.7
South,South,2025-10-08,Hydro,19.0
South,South,2025-10-15,Solar,21.2
South,South,2025-10-15,Wind,27.1
South,South,2025-10-15,Hydro,15.3
South,South,2025-10-22,Solar,15.2
South,South,2025-10-22,Wind,26.3
South,South,2025-10-22,Hydro,15.1
South,South,2025-10-29,Solar,14.2
South,South,2025-10-29,Wind,32.9
South,South,2025-10-29,Hydro,20.4
South,South,2025-11-05,Solar,16.8
South,South,2025-11-05,Wind,45.0
South,South,2025-11-05,Hydro,30.6
South,South,2025-11-12,Solar,23.6
South,South,2025-11-12,Wind,57.5
South,South,2025-11-12,Hydro,42.7
South,South,2025-11-19,Solar,35.7
South,South,2025-11-19,Wind,64.7
South,South,2025-11-19,Hydro,51.8
South,South,2025-11-26,Solar,50.7
South,South,2025-11-26,Wind,64.1
South,South,2025-11-26,Hydro,55.0
South,South,2025-12-03,Solar,61.9
South,South,2025-12-03,Wind,57.3
South,South,2025-12-03,Hydro,53.0
South,South,2025-12-10,Solar,63.2
South,South,2025-12-10,Wind,48.1
South,South,2025-12-10,Hydro,48.4
South,South,2025-12-17,Solar,54.1
South,South,2025-12-17,Wind,39.8
South,South,2025-12-17,Hydro,43.3
South,South,2025-12-24,Solar,39.9
South,South,2025-12-24,Wind,33.8
South,South,2025-12-24,Hydro,38.3
West,West,2025-01-01,Solar,50.7
West,West,2025-01-01,Wind,47.9
West,West,2025-01-01,Hydro,38.4
West,West,2025-01-08,Solar,9.3
West,West,2025-01-08,Wind,15.9
West,West,2025-01-08,Hydro,25.6
West,West,2025-01-15,Solar,8.6
West,West,2025-01-15,Wind,16.1
West,West,2025-01-15,Hydro,22.4
West,West,2025-01-22,Solar,11.0
West,West,2025-01-22,Wind,19.9
West,West,2025-01-22,Hydro,22.0
West,West,2025-01-29,Solar,16.9
West,West,2025-01-29,Wind,27.6
West,West,2025-01-29,Hydro,22.5
West,West,2025-02-05,Solar,26.6
West,West,2025-02-05,Wind,38.8
West,West,2025-02-05,Hydro,21.8
West,West,2025-02-12,Solar,38.9
West,West,2025-02-12,Wind,51.9
West,West,2025-02-12,Hydro,19.3
West,West,2025-02-19,Solar,51.1
West,West,2025-02-19,Wind,64.1
West,West,2025-02-19,Hydro,16.5
West,West,2025-02-26,Solar,11.8
West,West,2025-02-26,Wind,35.4
West,West,2025-02-26,Hydro,11.8
West,West,2025-03-05,Solar,61.4
West,West,2025-03-05,Wind,76.1
West,West,2025-03-05,Hydro,21.2
West,West,2025-03-12,Solar,56.3
West,West,2025-03-12,Wind,73.4
West,West,2025-03-12,Hydro,30.6
West,West,2025-03-19,Solar,46.5
West,West,2025-03-19,Wind,65.8
West,West,2025-03-19,Hydro,41.7
West,West,2025-03-26,Solar,35.2
West,West,2025-03-26,Wind,55.3
West,West,2025-03-26,Hydro,50.5
West,West,2025-04-02,Solar,25.6
West,West,2025-04-02,Wind,44.2
West,West,2025-04-02,Hydro,54.2
West,West,2025-04-09,Solar,19.4
West,West,2025-04-09,Wind,34.5
West,West,2025-04-09,Hydro,52.1
West,West,2025-04-16,Solar,16.4
West,West,2025-04-16,Wind,27.1
West,West,2025-04-16,Hydro,46.0
West,West,2025-04-23,Solar,60.3
West,West,2025-04-23,Wind,24.6
West,West,2025-04-23,Hydro,38.1
West,West,2025-04-30,Solar,17.7
West,West,2025-04-30,Wind,20.5
West,West,2025-04-30,Hydro,31.9
West,West,2025-05-07,Solar,20.9
West,West,2025-05-07,Wind,21.0
West,West,2025-05-07,Hydro,26.6
West,West,2025-05-14,Solar,25.4
West,West,2025-05-14,Wind,23.9
West,West,2025-05-14,Hydro,22.7
West,West,2025-05-21,Solar,30.8
West,West,2025-05-21,Wind,28.9
West,West,2025-05-21,Hydro,19.6
West,West,2025-05-28,Solar,35.5
West,West,2025-05-28,Wind,35.5
West,West,2025-05-28,Hydro,17.8
West,West,2025-06-04,Solar,38.3
West,West,2025-06-04,Wind,43.0
West,West,2025-06-04,Hydro,17.7
West,West,2025-06-11,Solar,38.2
West,West,2025-06-11,Wind,50.4
West,West,2025-06-11,Hydro,20.1
West,West,2025-06-18,Solar,28.1
West,West,2025-06-18,Wind,42.7
West,West,2025-06-18,Hydro,26.2
West,West,2025-06-25,Solar,30.9
West,West,2025-06-25,Wind,60.6
West,West,2025-06-25,Hydro,32.2
West,West,2025-07-02,Solar,26.6
West,West,2025-07-02,Wind,62.2
West,West,2025-07-02,Hydro,39.7
West,West,2025-07-09,Solar,24.1
West,West,2025-07-09,Wind,61.3
West,West,2025-07-09,Hydro,46.2
West,West,2025-07-16,Solar,24.4
West,West,2025-07-16,Wind,58.3
West,West,2025-07-16,Hydro,50.3
West,West,2025-07-23,Solar,27.7
West,West,2025-07-23,Wind,53.7
West,West,2025-07-23,Hydro,51.5
West,West,2025-07-30,Solar,33.0
West,West,2025-07-30,Wind,48.1
West,West,2025-07-30,Hydro,49.6
West,West,2025-08-06,Solar,38.5
West,West,2025-08-06,Wind,42.3
West,West,2025-08-06,Hydro,45.5
West,West,2025-08-13,Solar,12.6
West,West,2025-08-13,Wind,42.2
West,West,2025-08-13,Hydro,19.2
West,West,2025-08-20,Solar,42.7
West,West,2025-08-20,Wind,32.3
West,West,2025-08-20,Hydro,35.1
West,West,2025-08-27,Solar,39.6
West,West,2025-08-27,Wind,28.8
West,West,2025-08-27,Hydro,30.6
West,West,2025-09-03,Solar,33.8
West,West,2025-09-03,Wind,26.2
West,West,2025-09-03,Hydro,27.3
West,West,2025-09-10,Solar,26.9
West,West,2025-09-10,Wind,24.7
West,West,2025-09-10,Hydro,25.0
West,West,2025-09-17,Solar,20.7
West,West,2025-09-17,Wind,24.2
West,West,2025-09-17,Hydro,23.7
West,West,2025-09-24,Solar,16.3
West,West,2025-09-24,Wind,25.3
West,West,2025-09-24,Hydro,23.7
West,West,2025-10-01,Solar,14.0
West,West,2025-10-01,Wind,28.7
West,West,2025-10-01,Hydro,25.1
West,West,2025-10-08,Solar,64.9
West,West,2025-10-08,Wind,39.3
West,West,2025-10-08,Hydro,46.8
West,West,2025-10-15,Solar,16.6
West,West,2025-10-15,Wind,43.3
West,West,2025-10-15,Hydro,30.7
West,West,2025-10-22,Solar,22.7
West,West,2025-10-22,Wind,53.1
West,West,2025-10-22,Hydro,32.9
West,West,2025-10-29,Solar,32.2
West,West,2025-10-29,Wind,62.3
West,West,2025-10-29,Hydro,33.3
West,West,2025-11-05,Solar,44.2
West,West,2025-11-05,Wind,68.7
West,West,2025-11-05,Hydro,32.2
West,West,2025-11-12,Solar,55.7
West,West,2025-11-12,Wind,70.6
West,West,2025-11-12,Hydro,31.2
West,West,2025-11-19,Solar,63.1
West,West,2025-11-19,Wind,67.6
West,West,2025-11-19,Hydro,31.8
West,West,2025-11-26,Solar,63.6
West,West,2025-11-26,Wind,60.4
West,West,2025-11-26,Hydro,35.0
West,West,2025-12-03,Solar,56.8
West,West,2025-12-03,Wind,50.8
West,West,2025-12-03,Hydro,39.4
West,West,2025-12-10,Solar,45.0
West,West,2025-12-10,Wind,40.6
West,West,2025-12-10,Hydro,42.6
West,West,2025-12-17,Solar,31.9
West,West,2025-12-17,Wind,31.4
West,West,2025-12-17,Hydro,42.3
West,West,2025-12-24,Solar,20.6
West,West,2025-12-24,Wind,24.0
West,West,2025-12-24,Hydro,38.1
